Id;label;wikidata;date of birth;date of death;place of birth;place of death;occupation;educated at;gender;wikipedia;type
p_71;Beckmann, Hans;Q61466902;21.03.1809;04.12.1882;Hamburg;Hamburg;"landscape painter;painter";"Academy of Fine Arts, Munich;Technical University of Braunschweig";male;https://de.wikipedia.org/wiki/Johann_Beckmann_(Maler);person
p_72;Bedini, Giovanni;Q18758583;26.12.1844;14.03.1924;Bologna;Bologna;painter;Accademia di Belle Arti di Bologna;male;;person
p_74;Beer, J.;;;;;;;;unknown;;person
p_75;Beer, Salomon;Q94569;01.09.1846;18.10.1912;Brno;Florence;sculptor;Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Friedrich_Beer;person
p_76;Beernaert, Euphrosine;Q2058289;11.04.1831;07.07.1901;Ostend;Ixelles - Elsene;painter;;female;https://en.wikipedia.org/wiki/Euphrosine_Beernaert;person
p_77;Begas, Adalbert;Q347257;08.03.1836;21.01.1888;Berlin;Nervi;painter;Prussian Academy of Arts;male;https://en.wikipedia.org/wiki/Adalbert_Begas;person
p_78;Begas, Reinhold;Q603105;15.07.1831;03.08.1911;Schöneberg;Berlin;"sculptor;painter;university teacher";"Academy of Arts, Berlin;Berliner Akademie der Künste";male;https://en.wikipedia.org/wiki/Reinhold_Begas;person
p_79;Begas, Werner;;;;;;;;male;;person
p_80;Begas-Parmentier, Luise;Q475749;15.04.1843;11.02.1920;Vienna;Berlin;"painter;salonnière";;female;https://en.wikipedia.org/wiki/Luise_Begas-Parmentier;person
p_587;Defregger, Franz von;Q78711;30.04.1835;02.01.1921;Iselsberg-Stronach;Munich;"painter;professor;teacher";Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Franz_Defregger;person
p_81;Behmer, Hermann;Q19285438;01.01.1831;01.01.1915;Merzien;Weimar;"artist;painter";;male;https://de.wikipedia.org/wiki/Hermann_Behmer;person
p_82;Behrendt, Friedrich;Q94942193;01.01.1863;01.01.1946;;;painter;;male;;person
p_83;Behrens, Christian;Q820775;12.05.1852;14.09.1905;Gotha;Wroc?aw;sculptor;"Ernestinum Gotha;Dresden Academy of Fine Arts";male;https://en.wikipedia.org/wiki/Christian_Behrens;person
p_84;Behrens, Peter;Q76726;14.04.1868;27.02.1940;Hamburg;Berlin;"poster artist;architect;typographer;painter;designer;graphic designer;university teacher;graphic artist;illustrator";"Beaux-Arts de Paris;Academy of Fine Arts Karlsruhe;Kunstakademie Düsseldorf;Christianeum Hamburg";male;https://en.wikipedia.org/wiki/Peter_Behrens;person
p_85;Behringer, Ludwig;;;;;;;;male;;person
p_86;Beinke, Fritz;Q20752114;23.04.1842;16.12.1907;Düsseldorf;Düsseldorf;painter;Kunstakademie Düsseldorf;male;https://de.wikipedia.org/wiki/Fritz_Beinke;person
p_131;Beyschlag, Robert;Q833193;01.07.1838;05.12.1903;Nördlingen;Munich;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Robert_Beyschlag;person
p_87;Bek-Gran, Hermann;Q28090693;20.09.1869;09.07.1909;Mainz;Nuremberg;"painter;poster artist;typographer;designer";;male;https://en.wikipedia.org/wiki/Hermann_Bek-Gran;person
p_88;Bellermann, Ferdinand;Q317888;14.03.1814;11.08.1889;Erfurt;Berlin;"painter;landscape painter;traveler;university teacher";"Weimar Saxon-Grand Ducal Art School;Berliner Akademie der Künste";male;https://en.wikipedia.org/wiki/Ferdinand_Bellermann;person
p_89;Belloni, Giorgio;Q3765280;13.12.1861;12.04.1944;Codogno;Mezzegra;painter;Brera Academy;male;https://en.wikipedia.org/wiki/Giorgio_Belloni;person
p_90;Belohlawek-Morgan, Joseph;;;;;;;;male;;person
p_91;Beltowski, Juliusz Wojciech;Q11729373;01.01.1852;17.07.1926;Nowy Targ;Lviv;sculptor;;male;;person
p_92;Benczúr, Gyula;Q632046;28.01.1844;16.07.1920;Nyíregyháza;Benczúrfalva;"painter;university teacher;drawer;graphic artist";Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Gyula_Bencz%C3%BAr;person
p_93;Benda, Louise;;;;;;;;female;;person
p_94;Bendemann, Eduard;Q69651;03.12.1811;27.12.1889;Berlin;Düsseldorf;"painter;sculptor;university teacher";Berlin University of the Arts;male;https://en.wikipedia.org/wiki/Eduard_Bendemann;person
p_95;Bender, Karl;;;;;;;;male;;person
p_96;Benedyktowicz, Ludomir;Q4083763;15.07.1844;14.12.1926;?winiary, Siedlce County;Lviv;"painter;chess player";Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Ludomir_Benedyktowicz;person
p_97;Benesch, Ladislaus von;Q19361577;10.01.1845;07.04.1922;Slavkov u Brna;Vienna;"soldier;painter;drawer";;male;;person
p_98;Benjamin-Constant, Jean Joseph;Q968357;10.06.1845;26.05.1902;Paris;Paris;"painter;biographer;printmaker";Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Jean-Joseph_Benjamin-Constant;person
p_99;Benk, Johannes;Q1697237;27.07.1844;12.03.1914;Vienna;Vienna;sculptor;;male;https://en.wikipedia.org/wiki/Johannes_Benk;person
p_100;Benlliure y Gil, José;Q2668142;01.10.1855;05.04.1937;Cabanyal;Valencia;painter;"Real Academia de Bellas Artes de San Carlos de Valencia;Real Academia de España en Roma";male;https://en.wikipedia.org/wiki/Jos%C3%A9_Benlliure_y_Gil;person
p_101;Benlliure y Gil, Mariano;Q2402329;08.09.1862;09.11.1947;Valencia;Madrid;sculptor;Real Academia de España en Roma;male;https://en.wikipedia.org/wiki/Mariano_Benlliure;person
p_102;Bennewitz von Loefen, Carl d. J.;Q51333469;14.08.1856;16.12.1931;Berlin;Szczecin;painter;Kunstakademie Düsseldorf;male;https://de.wikipedia.org/wiki/Karl_Bennewitz_von_Loefen_der_J%C3%BCngere;person
p_103;Bensa, Alexander;Q2643378;15.07.1820;01.01.1902;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Alexander_von_Bensa;person
p_104;Bensa, Ernesto;Q21288844;;;;;"painter;watercolorist";;male;;person
p_105;Benvenuti, Augusto;Q16198298;08.01.1839;07.02.1899;Venice;Venice;sculptor;;male;https://en.wikipedia.org/wiki/Augusto_Benvenuti;person
p_107;Beraud, Jean;Q461907;12.01.1849;04.10.1935;Saint Petersburg;Paris;painter;"Lycée Condorcet;Beaux-Arts de Paris";male;https://en.wikipedia.org/wiki/Jean_B%C3%A9raud;person
p_106;Bératon, Ferry;Q17538086;06.12.1859;11.02.1900;Vienna;Venice;"painter;sculptor";;male;https://de.wikipedia.org/wiki/Ferry_B%C3%A9raton;person
p_108;Bergen, Fritz;Q1289017;05.11.1857;09.01.1941;Dessau;Munich;"painter;illustrator";;male;https://de.wikipedia.org/wiki/Fritz_Bergen;person
p_109;Bergen, O.;;;;;;;;unknown;;person
p_110;Berger, Ernst;Q1357525;03.01.1857;30.04.1919;Vienna;Munich;painter;;male;https://de.wikipedia.org/wiki/Ernst_Berger_(Maler,_1857);person
p_111;Berger, Julius Victor;Q1713039;20.07.1850;17.11.1902;Nový Ji?ín;Vienna;"painter;university teacher;teacher";;male;https://en.wikipedia.org/wiki/Julius_Victor_Berger;person
p_112;Berger, V.;;;;;;;;unknown;;person
p_113;Bergmann, Julius;Q1684817;28.02.1861;15.01.1940;Nordhausen;Karlsruhe;painter;Städel Museum;male;https://de.wikipedia.org/wiki/Julius_Bergmann_(Maler);person
p_114;Bergmeier, Carl Albrecht;Q1730234;01.01.1856;01.01.1897;Berlin;Berlin;sculptor;;male;https://de.wikipedia.org/wiki/Karl_Albert_Bergmeier;person
p_115;Berlage, Heinrich Petrus;Q318816;21.02.1856;12.08.1934;Amsterdam;The Hague;"architect;urban planner;art theorist;ceramicist;ceramics designer;designer";ETH Zürich;male;https://en.wikipedia.org/wiki/Hendrik_Petrus_Berlage;person
p_116;Bermann, Adolf C.;Q1092722;25.08.1862;17.05.1942;Vöhrenbach;Luxembourg;sculptor;;male;https://de.wikipedia.org/wiki/Cipri_Adolf_Bermann;person
p_117;Bernard, Hans;;;;;;;;male;;person
p_118;Bernatzik, Wilhelm;Q1664379;18.05.1853;26.11.1906;Mistelbach;Hinterbrühl;painter;"Academy of Fine Arts Vienna;Kunstakademie Düsseldorf";male;https://en.wikipedia.org/wiki/Wilhelm_Bernatzik;person
p_119;Berne-Bellecour, Etienne;Q290072;29.07.1838;29.11.1910;Boulogne-sur-Mer;Paris;"painter;engraver;etcher";Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/%C3%89tienne-Prosper_Berne-Bellecour;person
p_120;Berninger, Edmund;Q95245581;08.07.1843;01.01.1910;Arnstadt;;"painter;illustrator;watercolorist";;male;;person
p_121;Bernt, Rudolf;Q23681823;21.02.1844;24.08.1914;Neunkirchen;Pottenstein;"painter;drawer;architect";;male;https://de.wikipedia.org/wiki/Rudolf_Bernt;person
p_122;Berres-Perez, Joseph von;Q1704317;30.05.1821;22.05.1912;Lviv;Vienna;painter;;male;https://de.wikipedia.org/wiki/Joseph_Berres_(Maler);person
p_123;Bertolla, Cesare;Q16043462;19.07.1845;14.01.1920;Lucca;Rome;painter;;male;https://en.wikipedia.org/wiki/Cesare_Bertolla;person
p_124;Bertzik, Anton;Q95244127;01.01.1856;;Vienna;;painter;;male;;person
p_125;Besnard, Albert;Q424348;02.06.1849;04.12.1934;7th arrondissement of Paris;Paris;"painter;engraver;graphic artist";"Beaux-Arts de Paris;French Academy in Rome";male;https://en.wikipedia.org/wiki/Paul-Albert_Besnard;person
p_126;Bethke, Hermann;Q48796928;01.07.1825;18.04.1895;Brunswick;Munich;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Hermann_Bethke_(Maler);person
p_127;Beyer, Josef;Q19287043;28.02.1843;21.08.1917;Vienna;;sculptor;;male;https://de.wikipedia.org/wiki/Josef_Beyer_(Bildhauer);person
p_128;Beyfuss, Hermann;Q28061965;16.12.1855;03.02.1898;Vienna;Vienna;"painter;portrait painter;artist";"Academy of Fine Arts Vienna;Academy of Fine Arts, Munich";male;https://de.wikipedia.org/wiki/Hermann_Beyfuss;person
p_129;Beylard, Charles;Q5981447;01.01.1843;01.01.1925;;;sculptor;;male;https://es.wikipedia.org/wiki/Louis-Charles_Beylard;person
p_130;Beyrer, Josef;Q1704323;24.12.1839;19.12.1924;Lermoos;Imst;sculptor;;male;https://de.wikipedia.org/wiki/Josef_Beyrer;person
p_132;Bezzi, Bartolomeo;Q3635332;06.02.1851;08.10.1923;Ossana;Cles;painter;Brera Academy;male;https://en.wikipedia.org/wiki/Bartolomeo_Bezzi;person
p_133;Bianchi, Antonio;;;;;;;;male;;person
p_134;Bianchi, L.;;;;;;;;unknown;;person
p_135;Biasini, Marie;;;;;;;;female;;person
p_136;Biertstadt, Albert;Q77132;07.01.1830;18.02.1902;Solingen;New York City;"painter;photographer;draftsperson;scenographer";Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Albert_Bierstadt;person
p_137;Bigeard, E.;;;;;;;;unknown;;person
p_138;Bignami, M.;;;;;;;;unknown;;person
p_139;Bihari, Alexander;Q794812;19.05.1855;28.03.1906;B?i?a;Budapest;painter;;male;https://en.wikipedia.org/wiki/S%C3%A1ndor_Bihari;person
p_140;Biller, Clara;Q19277459;01.01.1831;01.01.1900;Wroc?aw;Dresden;"painter;journalist;writer";;female;https://de.wikipedia.org/wiki/Clara_Biller;person
p_141;Billing, Hermann;Q92016;07.02.1867;02.03.1946;Karlsruhe;Karlsruhe;"architect;university teacher;designer;non-fiction writer";;male;https://en.wikipedia.org/wiki/Hermann_Billing;person
p_142;Billotte, Réné;Q3425855;24.06.1846;01.11.1914;Tarbes;Paris;painter;;male;https://fr.wikipedia.org/wiki/Ren%C3%A9_Billotte;person
p_143;Billouin, A.;;;;;;;;unknown;;person
p_144;Binet, Victor;Q5576327;17.03.1849;15.01.1924;Rouen;Routot;painter;;male;https://fr.wikipedia.org/wiki/Victor_Binet;person
p_145;Birdgman, Friedrich;Q1452786;10.11.1847;13.01.1928;Tuskegee;Rouen;painter;"Beaux-Arts de Paris;National Academy of Design";male;https://en.wikipedia.org/wiki/Frederick_Arthur_Bridgman;person
p_146;Birkinger, Franz Xaver;;;;;;;;male;;person
p_147;Birkmeyer, Fritz;Q1465721;13.10.1848;04.12.1897;Rothenburg ob der Tauber;Munich;"painter;illustrator;history painter;glass painter";Academy of Fine Arts, Nuremberg;male;https://de.wikipedia.org/wiki/Fritz_Birkmeyer;person
p_148;Bisbing, Henry;Q3133075;31.01.1849;01.01.1933;Philadelphia;Ledyard;"painter;artist";Pennsylvania Academy of the Fine Arts;male;https://fr.wikipedia.org/wiki/Henry_Singlewood_Bisbing;person
p_149;Bitterlich, Eduard;Q89312;17.08.1833;20.05.1872;Galicia;Pressbaum;painter;;male;https://en.wikipedia.org/wiki/Eduard_Bitterlich;person
p_150;Bitterlich, Hans;Q1528800;28.04.1860;05.08.1949;Vienna;Vienna;sculptor;;male;https://en.wikipedia.org/wiki/Hans_Bitterlich;person
p_151;Bitterlich, Richard;;;;;;;;male;;person
p_152;Blaas, Eugen von;Q715036;24.07.1843;10.02.1931;Albano Laziale;Venice;painter;;male;https://en.wikipedia.org/wiki/Eugene_de_Blaas;person
p_153;Blaas, Julius von;Q3189880;22.08.1845;01.08.1922;Albano Laziale;Bad Hall;"painter;university teacher";;male;https://en.wikipedia.org/wiki/Julius_von_Blaas;person
p_154;Blaas, Karl von;Q265340;28.04.1815;19.03.1894;Nauders;Vienna;"painter;autobiographer;mosaicist;teacher";Accademia di Belle Arti di Venezia;male;https://en.wikipedia.org/wiki/Karl_von_Blaas;person
p_155;Blanche, Jacques Emile;Q936710;31.01.1861;30.09.1942;16th arrondissement of Paris;Offranville;"painter;printmaker;writer;art critic;photographer;lithographer;engraver;graphic artist;art collector";;male;https://en.wikipedia.org/wiki/Jacques-%C3%89mile_Blanche;person
p_221;Blanckarts, Moriz;Q126771;16.04.1839;12.04.1883;Düsseldorf;Stuttgart;painter;Kunstakademie Düsseldorf;male;https://de.wikipedia.org/wiki/Moritz_Blanckarts;person
p_223;Blankensteiner, Pauline;;;;;;;;female;;person
p_222;Blankenburg, Pauline;;;;;;;;female;;person
p_224;Blau, Tina;Q547655;15.11.1845;31.10.1916;Vienna;Vienna;painter;;female;https://en.wikipedia.org/wiki/Tina_Blau;person
p_225;Blieck, Maurice;Q2409184;13.09.1876;05.02.1922;Laken - Laeken;Brussels;painter;Académie royale des Beaux-Arts;male;https://de.wikipedia.org/wiki/Maurice_Blieck;person
p_226;Block, Josef;Q572163;27.11.1863;20.12.1943;Bierutów;Berlin;painter;Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Josef_Block;person
p_227;Block, Mathilde;Q377292;10.07.1850;21.06.1932;Niendorf an der Stecknitz;Pinneberg;painter;;female;https://en.wikipedia.org/wiki/Mathilde_Block;person
p_228;Blomberg, Hugo von;Q1635911;26.09.1820;17.06.1871;Berlin;Weimar;"poet;painter";;male;https://en.wikipedia.org/wiki/Hugo_von_Blomberg;person
p_229;Blos, Carl;Q18507964;24.11.1860;19.11.1941;Mannheim;Munich;painter;Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Carl_Blos;person
p_230;Blotnicki, Thaddäus;Q3813339;01.01.1858;01.01.1928;Lviv;Kraków;sculptor;;male;https://en.wikipedia.org/wiki/Tadeusz_B%C5%82otnicki;person
p_231;Bluhm, Oscar;Q17325560;01.01.1867;01.01.1912;Meissen;Leipzig;painter;;male;https://de.wikipedia.org/wiki/Oscar_Bluhm;person
p_232;Blum;;;;;;;;unknown;;person
p_233;Blum, Hans;;;;;;;;male;;person
p_234;Blume, Edmund;Q38144924;21.07.1844;24.08.1914;Halberstadt;Munich;painter;;male;https://de.wikipedia.org/wiki/Edmund_Blume;person
p_235;Blume-Siebert, Ludwig;Q29365209;23.09.1853;01.01.1929;Bad Arolsen;Munich;"painter;illustrator";;male;https://de.wikipedia.org/wiki/Ludwig_Blume-Siebert;person
p_236;Bobies, Carl;Q1037105;09.09.1865;24.07.1897;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Carl_Bobies;person
p_237;Bochmann, Gregor von;Q1545213;23.09.1878;20.09.1914;Düsseldorf;France;sculptor;Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Gregor_von_Bochmann_the_Younger;person
p_238;Bock, Adolf;Q94823699;04.02.1854;19.09.1917;;Pasing;"artist;painter";;male;;person
p_597;Delug, Alois;Q875027;25.05.1859;17.09.1930;Bolzano;Vienna;"painter;university teacher;teacher";"Academy of Fine Arts Vienna;University of Innsbruck";male;https://en.wikipedia.org/wiki/Alois_Delug;person
p_296;Bokelmann, Christian Ludwig;Q17521996;04.02.1844;14.05.1894;St. Jürgen;Berlin;painter;Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Christian_Ludwig_Bokelmann;person
p_240;Böcklin, Arnold;Q123071;16.10.1827;16.01.1901;Basel;Fiesole;"painter;sculptor;university teacher;graphic artist;draftsperson";Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Arnold_B%C3%B6cklin;person
p_241;Boddien, Georg von;Q1390709;08.03.1850;08.12.1926;Hanover;Dresden;painter;;male;https://de.wikipedia.org/wiki/Georg_von_Boddien;person
p_242;Bode, Wilhelm;Q52286780;12.03.1830;27.07.1893;Hamburg;Düsseldorf;painter;Academy of Fine Arts Vienna;male;https://de.wikipedia.org/wiki/Wilhelm_Bode_(Maler);person
p_243;Bodenmüller, Friedrich;Q1458486;11.08.1845;27.03.1913;Munich;Munich;painter;;male;https://de.wikipedia.org/wiki/Friedrich_Bodenm%C3%BCller;person
p_245;Böheim, Paul;;;;;;;;male;;person
p_246;Böhm, Josef Daniel;Q1682622;16.03.1794;15.08.1865;Spišské Vlachy;Vienna;"gem engraver;medalist;sculptor";;male;https://de.wikipedia.org/wiki/Joseph_Daniel_B%C3%B6hm;person
p_290;Böhm, Paul;Q855047;28.12.1839;29.03.1905;Oradea;Munich;painter;;male;https://en.wikipedia.org/wiki/P%C3%A1l_B%C3%B6hm;person
p_291;Böhme, Carl;Q1275897;09.06.1866;13.10.1939;Hamburg;Munich;painter;Academy of Fine Arts Karlsruhe;male;https://de.wikipedia.org/wiki/Karl_Theodor_Boehme;person
p_292;Böhmer, Heinrich;Q23889033;05.05.1852;01.01.1930;Düsseldorf;Düsseldorf;painter;Kunstakademie Düsseldorf;male;https://de.wikipedia.org/wiki/Heinrich_B%C3%B6hmer_(Maler);person
p_293;Bohn, Germann von;Q1514066;25.02.1812;23.01.1899;Heilbronn;Stuttgart;painter;;male;https://en.wikipedia.org/wiki/German_von_Bohn;person
p_297;Böker, Carl;Q1037220;04.04.1836;15.02.1905;Barmen;Barmen;painter;Kunstakademie Düsseldorf;male;https://de.wikipedia.org/wiki/Carl_B%C3%B6ker;person
p_298;Bolanak?s, K?nstantinos;Q767151;17.03.1837;29.06.1907;Heraklion;Piraeus;"painter;teacher";Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Konstantinos_Volanakis;person
p_299;Boldini, Jean;Q362003;31.12.1842;12.01.1931;Ferrara;Paris;painter;Accademia delle Arti del Disegno;male;https://en.wikipedia.org/wiki/Giovanni_Boldini;person
p_300;Bollé, Hermann;Q77329;18.10.1845;17.04.1926;Cologne;Zagreb;architect;;male;https://en.wikipedia.org/wiki/Hermann_Boll%C3%A9;person
p_301;Bolze, Carl;Q52218630;01.01.1832;01.01.1913;Vienna;;painter;;male;;person
p_302;Bommel, Elias van;Q18508139;26.01.1819;02.06.1890;Amsterdam;Vienna;"drawer;painter";;male;https://de.wikipedia.org/wiki/Elias_Pieter_van_Bommel;person
p_303;Bompiani Battaglia, Clelia;;;;;;;;female;;person
p_304;Bompiani, Augusto;Q3629596;11.09.1852;09.05.1930;Rome;Rome;painter;;male;https://en.wikipedia.org/wiki/Augusto_Bompiani;person
p_305;Bonheur, August;Q2871069;03.11.1824;21.02.1884;Bordeaux;Paris;painter;Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/Auguste_Bonheur;person
p_306;Bonnat, Léon;Q170259;20.06.1833;08.09.1922;Bayonne;Monchy-Saint-Éloi;"painter;art collector";Beaux-Arts de Paris;male;https://en.wikipedia.org/wiki/L%C3%A9on_Bonnat;person
p_307;Bonzelius, Julie;;;;;;;;female;;person
p_314;Bosboom, Johannes;Q1697296;18.02.1817;14.09.1891;The Hague;The Hague;"painter;drawer";Royal Academy of Art;male;https://en.wikipedia.org/wiki/Johannes_Bosboom;person
p_308;Borchardt, Felix;Q1403369;07.03.1857;01.02.1936;Berlin;Berlin;painter;"Academy of Arts, Berlin;Berliner Akademie der Künste";male;https://de.wikipedia.org/wiki/Felix_Borchardt;person
p_309;Borchardt, Hans;Q30754404;04.04.1865;08.01.1917;Berlin;Munich;painter;"Prussian Academy of Arts;Academy of Fine Arts, Munich";male;https://de.wikipedia.org/wiki/Hans_Borchardt_(Maler);person
p_310;Borckmann, August;Q23005507;05.04.1827;09.10.1890;Berlin;Berlin;painter;Berliner Akademie der Künste;male;https://de.wikipedia.org/wiki/August_Borckmann;person
p_311;Bordignon, Noé;Q3879154;03.09.1841;07.12.1920;Salvarosa;San Zenone degli Ezzelini;painter;Accademia di Belle Arti di Venezia;male;https://en.wikipedia.org/wiki/No%C3%A8_Bordignon;person
p_312;Borgmann, Paul;Q28099933;21.07.1851;14.10.1893;Berlin;Karlsruhe;"painter;art educator";;male;https://de.wikipedia.org/wiki/Paul_Borgmann;person
p_313;Bortignoni, Giuseppe;Q16031667;;;Bologna;;painter;;male;https://en.wikipedia.org/wiki/Giuseppe_Bortignoni_the_Younger;person
p_168;Bartoluzzi, Camillo;Q21288585;31.07.1868;10.02.1933;Treviso;Dolo;painter;;male;;person
p_315;Bosch-Reitz, Minca;Q27986515;08.10.1870;27.01.1950;Amsterdam;Heemstede;"sculptor;painter;writer";;female;https://en.wikipedia.org/wiki/Minca_Bosch_Reitz;person
p_316;Boser, Friedrich;Q15434559;13.11.1809;28.01.1881;I?owa;Düsseldorf;"painter;genre painter;artist";Dresden Academy of Fine Arts;male;https://en.wikipedia.org/wiki/Friedrich_Boser;person
p_317;Boshart, Wilhelm;Q38572445;16.03.1815;31.08.1878;Munich;;painter;;male;;person
p_318;Bosshardt, Caspar;Q23000544;01.04.1823;10.02.1887;Pfäffikon;Munich;painter;;male;https://en.wikipedia.org/wiki/Johann_Caspar_Bosshardt;person
p_319;Boubong, Antonie;Q598674;08.06.1842;01.01.1908;Werneck;Strasbourg;painter;;female;https://de.wikipedia.org/wiki/Antonie_Boubong;person
p_320;Boudin, Eugène;Q212600;12.07.1824;08.08.1898;Honfleur;Deauville;painter;;male;https://en.wikipedia.org/wiki/Eug%C3%A8ne_Boudin;person
p_321;Bourgoin;;;;;;;;unknown;;person
p_413;Burlando, Leopold;Q16058988;13.07.1841;15.04.1915;Milan;Milan;painter;Brera Academy;male;https://en.wikipedia.org/wiki/Leopoldo_Burlando;person
p_322;Bouvier, Pietro;Q18420278;16.11.1839;18.11.1927;Milan;Milan;painter;Brera Academy;male;;person
p_323;Boznánska, Olga;Q466639;15.04.1865;26.10.1940;Kraków;Paris;painter;;female;https://en.wikipedia.org/wiki/Olga_Bozna%C5%84ska;person
p_324;Bracht, Eugen;Q1372410;03.06.1842;16.11.1921;Morges;Darmstadt;"painter;university teacher";Academy of Fine Arts Karlsruhe;male;https://en.wikipedia.org/wiki/Eugen_Bracht;person
